date,ticker,percent_gain
2002-01-30,JCI,17.74
2002-01-31,CAR,6.46
2002-02-01,SLR,9.09
2002-02-04,SLR,10.91
2002-02-05,CBE,12.5
2002-02-06,SLR,12.07
2002-02-07,CBE,28.57
2002-02-11,CBE,14.29
2002-02-12,PTC,5.3
2002-02-15,JCI,7.31
2002-02-22,CBE,28.57
2002-02-25,AES,15.48
2002-02-26,WMB,8.77
2002-03-07,WMB,7.8
2002-03-08,AES,10.68
2002-03-11,CIEN,13.95
2002-03-21,SANM,6.46
2002-03-27,SLR,7.89
2002-03-28,CIEN,9.49
2002-04-01,SLR,6.25
2002-04-11,CNC,6.97
2002-04-17,EP,11.11
2002-04-18,HRB,5.16
2002-04-19,CBE,12.5
2002-05-01,CMCSA,10.38
2002-05-06,SLR,5.26
2002-05-07,SLR,6.67
2002-05-08,NTAP,11.76
2002-05-09,BLS,11.43
2002-05-10,SFA,3.26
